RANGO                ;NUMEROS PRIMOS;DURACION
697000000-698000000  ;48987         ;1.52561
698000000-699000000  ;48970         ;1.52012
699000000-700000000  ;49144         ;1.53265
700000000-701000000  ;49058         ;1.52633
701000000-702000000  ;49157         ;1.53467
702000000-703000000  ;49171         ;1.53311
703000000-704000000  ;49061         ;1.54314
704000000-705000000  ;49046         ;1.52233
705000000-706000000  ;49100         ;1.50754
706000000-707000000  ;49028         ;1.57133
707000000-708000000  ;49133         ;1.83003
708000000-709000000  ;49097         ;1.70952
709000000-710000000  ;49123         ;1.51679
710000000-711000000  ;48926         ;1.52159
711000000-712000000  ;49081         ;1.52553
712000000-713000000  ;49165         ;1.52863
713000000-714000000  ;48935         ;1.51441
714000000-715000000  ;49028         ;1.51572
715000000-716000000  ;48838         ;1.52388
716000000-717000000  ;49106         ;1.51846
717000000-718000000  ;49101         ;1.53112
718000000-719000000  ;48916         ;1.51939
719000000-720000000  ;49047         ;1.53585
720000000-721000000  ;49179         ;1.53718
721000000-722000000  ;49007         ;1.52565
722000000-723000000  ;49076         ;1.51233
723000000-724000000  ;49128         ;1.52669
724000000-725000000  ;49075         ;1.52364
725000000-726000000  ;48877         ;1.53294
726000000-727000000  ;48906         ;1.5228
727000000-728000000  ;49187         ;1.53942
728000000-729000000  ;48871         ;1.53159
729000000-730000000  ;48816         ;1.54736
730000000-731000000  ;48977         ;1.52481
731000000-732000000  ;48983         ;1.53857
732000000-733000000  ;48939         ;1.52999
733000000-734000000  ;49022         ;1.55002
734000000-735000000  ;48867         ;1.52712
735000000-736000000  ;49025         ;1.54985
736000000-737000000  ;48916         ;1.53515
737000000-738000000  ;48971         ;1.55777
738000000-739000000  ;49042         ;1.50839
739000000-740000000  ;49075         ;1.51748
740000000-741000000  ;48995         ;1.51052
741000000-742000000  ;49195         ;1.52525
742000000-743000000  ;48949         ;1.51751
743000000-744000000  ;48763         ;1.52322
744000000-745000000  ;48943         ;1.51964
745000000-746000000  ;48852         ;1.53439
746000000-747000000  ;48728         ;1.52238
747000000-748000000  ;49033         ;1.5279
748000000-749000000  ;48693         ;1.81069
749000000-750000000  ;49043         ;1.84954
750000000-751000000  ;48793         ;1.52784
751000000-752000000  ;48969         ;1.53335
752000000-753000000  ;48925         ;1.52999
753000000-754000000  ;48743         ;1.54295
754000000-755000000  ;48977         ;1.53749
755000000-756000000  ;49232         ;1.52786
756000000-757000000  ;48897         ;1.522
757000000-758000000  ;48857         ;1.52574
758000000-759000000  ;48631         ;1.52665
759000000-760000000  ;49014         ;1.52842
760000000-761000000  ;48886         ;1.52833
761000000-762000000  ;48976         ;1.53442
762000000-763000000  ;49060         ;1.53928
763000000-764000000  ;48643         ;1.53188
764000000-765000000  ;48711         ;1.53172
765000000-766000000  ;48744         ;1.53292
766000000-767000000  ;48818         ;1.54244
767000000-768000000  ;49014         ;1.5441
768000000-769000000  ;48930         ;1.53941
769000000-770000000  ;48978         ;1.65946
770000000-771000000  ;48939         ;1.59233
771000000-772000000  ;48908         ;1.54721
772000000-773000000  ;48916         ;1.51283
773000000-774000000  ;48755         ;1.52753
774000000-775000000  ;48854         ;1.52079
775000000-776000000  ;48773         ;1.53397
776000000-777000000  ;48773         ;1.51854
777000000-778000000  ;48946         ;1.53918
778000000-779000000  ;48781         ;1.53285
779000000-780000000  ;48852         ;1.54635
780000000-781000000  ;48855         ;1.52237
781000000-782000000  ;48904         ;1.53391
782000000-783000000  ;48858         ;1.52954
783000000-784000000  ;48988         ;1.54482
784000000-785000000  ;48817         ;1.53463
785000000-786000000  ;48936         ;1.53915
786000000-787000000  ;48838         ;1.54198
787000000-788000000  ;48672         ;1.55129
788000000-789000000  ;48898         ;1.57038
789000000-790000000  ;49011         ;1.84984
790000000-791000000  ;48855         ;1.80807
791000000-792000000  ;48856         ;1.54229
792000000-793000000  ;48755         ;1.53984
793000000-794000000  ;48790         ;1.53614
794000000-795000000  ;48611         ;1.54802
795000000-796000000  ;48879         ;1.55083
796000000-797000000  ;48835         ;1.54851
797000000-798000000  ;49001         ;1.53913
798000000-799000000  ;48889         ;1.54354
799000000-800000000  ;48455         ;1.54861
800000000-801000000  ;48848         ;1.55238
801000000-802000000  ;48838         ;1.55157
802000000-803000000  ;48629         ;1.55226
803000000-804000000  ;48680         ;1.56033
804000000-805000000  ;49017         ;1.5633
805000000-806000000  ;48766         ;1.51108
806000000-807000000  ;48894         ;1.49665
807000000-808000000  ;48782         ;1.49794
808000000-809000000  ;48719         ;1.5083
809000000-810000000  ;48835         ;1.50546
810000000-811000000  ;48839         ;1.50656
811000000-812000000  ;48541         ;1.51192
812000000-813000000  ;48704         ;1.51515
813000000-814000000  ;48673         ;1.51903
814000000-815000000  ;48830         ;1.50409
815000000-816000000  ;48800         ;1.51212
816000000-817000000  ;48822         ;1.51569
817000000-818000000  ;48740         ;1.5243
818000000-819000000  ;48730         ;1.51447
819000000-820000000  ;48636         ;1.52814
820000000-821000000  ;48830         ;1.52843
821000000-822000000  ;48614         ;1.5373
822000000-823000000  ;48680         ;1.50416
823000000-824000000  ;48774         ;1.51574
824000000-825000000  ;48490         ;1.50677
825000000-826000000  ;48777         ;1.52561
826000000-827000000  ;48691         ;1.51615
827000000-828000000  ;48599         ;1.52632
828000000-829000000  ;48783         ;1.5251
829000000-830000000  ;48664         ;1.5282
830000000-831000000  ;48714         ;1.82279
831000000-832000000  ;48596         ;1.7983
832000000-833000000  ;48779         ;1.52523
833000000-834000000  ;48740         ;1.53693
834000000-835000000  ;48744         ;1.53331
835000000-836000000  ;48588         ;1.53625
836000000-837000000  ;48644         ;1.53573
837000000-838000000  ;48756         ;1.54181
838000000-839000000  ;48683         ;1.5425
839000000-840000000  ;48762         ;1.51013
840000000-841000000  ;48671         ;1.51453
841000000-842000000  ;48581         ;1.51436
842000000-843000000  ;48822         ;1.5202
843000000-844000000  ;48705         ;1.51907
844000000-845000000  ;48526         ;1.51672
845000000-846000000  ;48680         ;1.53022
846000000-847000000  ;48503         ;1.53379
847000000-848000000  ;48535         ;1.55587
848000000-849000000  ;48852         ;1.52661
849000000-850000000  ;48681         ;1.52757
850000000-851000000  ;48506         ;1.52285
851000000-852000000  ;48580         ;1.53044
852000000-853000000  ;48607         ;1.5315
853000000-854000000  ;48735         ;1.53577
854000000-855000000  ;48670         ;1.53725
855000000-856000000  ;48652         ;1.5346
856000000-857000000  ;48524         ;1.51182
857000000-858000000  ;48596         ;1.52736
858000000-859000000  ;48656         ;1.52154
859000000-860000000  ;48348         ;1.53299
860000000-861000000  ;48502         ;1.52727
861000000-862000000  ;48565         ;1.53571
862000000-863000000  ;48644         ;1.53223
863000000-864000000  ;48609         ;1.54818
864000000-865000000  ;48665         ;1.51896
865000000-866000000  ;48585         ;1.53252
866000000-867000000  ;48536         ;1.5323
867000000-868000000  ;48788         ;1.54225
868000000-869000000  ;48575         ;1.53486
869000000-870000000  ;48579         ;1.54491
870000000-871000000  ;48613         ;1.53687
871000000-872000000  ;48471         ;1.8354
872000000-873000000  ;48589         ;1.8251
873000000-874000000  ;48618         ;1.50818
874000000-875000000  ;48690         ;1.50845
875000000-876000000  ;48363         ;1.51361
876000000-877000000  ;48420         ;1.52066
877000000-878000000  ;48447         ;1.52263
878000000-879000000  ;48694         ;1.52033
879000000-880000000  ;48568         ;1.53296
880000000-881000000  ;48315         ;1.52899
881000000-882000000  ;48601         ;1.51353
882000000-883000000  ;48679         ;1.52408
883000000-884000000  ;48424         ;1.52712
884000000-885000000  ;48479         ;1.53602
885000000-886000000  ;48387         ;1.58729
886000000-887000000  ;48554         ;1.70841
887000000-888000000  ;48711         ;1.71339
888000000-889000000  ;48488         ;1.71947
889000000-890000000  ;48413         ;1.69349
890000000-891000000  ;48543         ;1.69757
891000000-892000000  ;48336         ;1.69754
892000000-893000000  ;48664         ;1.70388
893000000-894000000  ;48561         ;1.70688
894000000-895000000  ;48450         ;1.69863
895000000-896000000  ;48480         ;1.70873
896000000-897000000  ;48386         ;1.71681
897000000-898000000  ;48488         ;1.7148
898000000-899000000  ;48474         ;1.69872
899000000-900000000  ;48421         ;1.71291
900000000-901000000  ;48676         ;1.71324
901000000-902000000  ;48524         ;1.72275
902000000-903000000  ;48179         ;1.71159
903000000-904000000  ;48646         ;1.72864
904000000-905000000  ;48266         ;1.72228
905000000-906000000  ;48698         ;1.73819
906000000-907000000  ;48600         ;1.68476
907000000-908000000  ;48554         ;1.69927
908000000-909000000  ;48399         ;1.69683
909000000-910000000  ;48800         ;1.88896
910000000-911000000  ;48509         ;2.10629
911000000-912000000  ;48604         ;1.7742
912000000-913000000  ;48662         ;1.71841
913000000-914000000  ;48193         ;1.72452
914000000-915000000  ;48642         ;1.70412
915000000-916000000  ;48482         ;1.70347
916000000-917000000  ;48509         ;1.70647
917000000-918000000  ;48263         ;1.71584
918000000-919000000  ;48556         ;1.71518
919000000-920000000  ;48606         ;1.7176
920000000-921000000  ;48606         ;1.72141
921000000-922000000  ;48325         ;1.83939
922000000-923000000  ;48344         ;1.813
923000000-924000000  ;48381         ;1.70728
924000000-925000000  ;48407         ;1.70333
925000000-926000000  ;48481         ;1.71505
926000000-927000000  ;48486         ;1.72527
927000000-928000000  ;48242         ;1.71737
928000000-929000000  ;48321         ;1.71777
929000000-930000000  ;48257         ;1.72664
930000000-931000000  ;48487         ;1.73601
931000000-932000000  ;48449         ;1.72229
932000000-933000000  ;48382         ;1.715
933000000-934000000  ;48582         ;1.72461
934000000-935000000  ;48335         ;1.73279
935000000-936000000  ;48577         ;1.73085
936000000-937000000  ;48242         ;1.73211
937000000-938000000  ;48388         ;1.73749
938000000-939000000  ;48463         ;1.74161
939000000-940000000  ;48086         ;1.70305
940000000-941000000  ;48517         ;1.67201
941000000-942000000  ;48301         ;1.68761
942000000-943000000  ;48371         ;1.68823
943000000-944000000  ;48560         ;1.69831
944000000-945000000  ;48278         ;1.68572
945000000-946000000  ;48392         ;1.69996
946000000-947000000  ;48314         ;1.99443
947000000-948000000  ;48632         ;1.99352
948000000-949000000  ;48323         ;1.68744
949000000-950000000  ;48359         ;1.69592
950000000-951000000  ;48309         ;1.69815
951000000-952000000  ;48287         ;1.71344
952000000-953000000  ;48368         ;1.69359
953000000-954000000  ;48453         ;1.71144
954000000-955000000  ;48422         ;1.71463
955000000-956000000  ;48266         ;1.71996
956000000-957000000  ;48440         ;1.696
957000000-958000000  ;48479         ;1.697
958000000-959000000  ;48329         ;1.69392
959000000-960000000  ;48492         ;1.70627
960000000-961000000  ;48483         ;1.70735
961000000-962000000  ;48258         ;1.70514
962000000-963000000  ;48443         ;1.71396
963000000-964000000  ;48463         ;1.71689
964000000-965000000  ;48200         ;1.7158
965000000-966000000  ;48285         ;1.70849
966000000-967000000  ;48335         ;1.70803
967000000-968000000  ;48321         ;1.71589
968000000-969000000  ;48333         ;1.7286
969000000-970000000  ;48361         ;1.71197
970000000-971000000  ;48471         ;1.72341
971000000-972000000  ;48207         ;1.73158
972000000-973000000  ;48244         ;1.73276
973000000-974000000  ;48264         ;1.68511
974000000-975000000  ;48358         ;1.70056
975000000-976000000  ;48080         ;1.70278
976000000-977000000  ;48395         ;1.7099
977000000-978000000  ;48330         ;1.70182
978000000-979000000  ;48158         ;1.71181
979000000-980000000  ;48275         ;1.71597
980000000-981000000  ;48230         ;1.71863
981000000-982000000  ;48313         ;1.71675
982000000-983000000  ;48424         ;1.74177
983000000-984000000  ;48437         ;2.09492
984000000-985000000  ;48355         ;1.87545
985000000-986000000  ;48292         ;1.72185
986000000-987000000  ;48287         ;1.7115
987000000-988000000  ;48285         ;1.71951
988000000-989000000  ;48235         ;1.72542
989000000-990000000  ;48271         ;1.72797
990000000-991000000  ;48331         ;1.69669
991000000-992000000  ;48265         ;1.84143
992000000-993000000  ;48304         ;1.77723
993000000-994000000  ;48227         ;1.72064
994000000-995000000  ;48279         ;1.71471
995000000-996000000  ;48285         ;1.72737
996000000-997000000  ;48380         ;1.72167
997000000-998000000  ;48357         ;1.73584
998000000-999000000  ;48440         ;1.71459
999000000-1000000000 ;47957         ;1.71744
1000000000-1001000000;48155         ;1.75599
1001000000-1002000000;48262         ;1.78795
1002000000-1003000000;48198         ;1.72889
1003000000-1004000000;48263         ;1.73706
1004000000-1005000000;48270         ;1.73153
1005000000-1006000000;48443         ;1.74191
1006000000-1007000000;48076         ;1.71072
1007000000-1008000000;48324         ;1.68271
1008000000-1009000000;48139         ;1.69518
1009000000-1010000000;48319         ;1.70455
1010000000-1011000000;48206         ;1.70292
1011000000-1012000000;48360         ;1.70142
1012000000-1013000000;48203         ;1.70553
1013000000-1014000000;48092         ;1.70833
1014000000-1015000000;48411         ;1.72459
1015000000-1016000000;48252         ;1.69858
1016000000-1017000000;48239         ;1.70227
1017000000-1018000000;48305         ;1.71695
1018000000-1019000000;48098         ;1.71485
1019000000-1020000000;48172         ;1.91512
1020000000-1021000000;48333         ;2.09907
1021000000-1022000000;48174         ;1.74308
1022000000-1023000000;48200         ;1.7263
1023000000-1024000000;48057         ;1.71236
1024000000-1025000000;48299         ;1.70291
1025000000-1026000000;48251         ;1.71127
1026000000-1027000000;48160         ;1.71355
1027000000-1028000000;48048         ;1.71469
1028000000-1029000000;48202         ;1.71075
1029000000-1030000000;48273         ;1.7249
1030000000-1031000000;48263         ;1.72198
1031000000-1032000000;48202         ;1.73034
1032000000-1033000000;48058         ;1.70908
1033000000-1034000000;47981         ;1.72589
1034000000-1035000000;48232         ;1.71958
1035000000-1036000000;48184         ;1.73752
1036000000-1037000000;48282         ;1.72092
1037000000-1038000000;48093         ;1.73576
1038000000-1039000000;48286         ;1.73308
1039000000-1040000000;48313         ;1.74491
1040000000-1041000000;48155         ;1.69913
1041000000-1042000000;48245         ;1.70551
1042000000-1043000000;48187         ;1.70388
1043000000-1044000000;48169         ;1.72283
1044000000-1045000000;48020         ;1.70748
1045000000-1046000000;48086         ;1.71177
1046000000-1047000000;48142         ;1.71408
1047000000-1048000000;48026         ;1.72709
1048000000-1049000000;48036         ;1.71577
1049000000-1050000000;48072         ;1.71815
1050000000-1051000000;48178         ;1.72217
1051000000-1052000000;48172         ;1.72893
1052000000-1053000000;48225         ;1.72799
1053000000-1054000000;47989         ;1.72413
1054000000-1055000000;48113         ;1.73052
1055000000-1056000000;48023         ;1.75059
1056000000-1057000000;48171         ;2.12378
1057000000-1058000000;47982         ;1.91333
1058000000-1059000000;48304         ;1.72053
1059000000-1060000000;48050         ;1.73031
1060000000-1061000000;48078         ;1.74494
1061000000-1062000000;48015         ;1.81373
1062000000-1063000000;48091         ;1.7287
1063000000-1064000000;48096         ;1.73791
1064000000-1065000000;48434         ;1.73533
1065000000-1066000000;48005         ;1.72269
1066000000-1067000000;48253         ;1.72435
1067000000-1068000000;48260         ;1.73184
1068000000-1069000000;48130         ;1.73417
1069000000-1070000000;48071         ;1.80491
1070000000-1071000000;48269         ;1.73312
1071000000-1072000000;48160         ;1.74675
1072000000-1073000000;48014         ;1.74469
1073000000-1074000000;47902         ;1.78871
1074000000-1075000000;48179         ;1.89688
1075000000-1076000000;47948         ;1.91835
1076000000-1077000000;48032         ;1.91544
1077000000-1078000000;47981         ;1.93734
1078000000-1079000000;48136         ;1.91721
1079000000-1080000000;48024         ;1.93746
1080000000-1081000000;48046         ;1.93848
1081000000-1082000000;48251         ;1.96185
1082000000-1083000000;48118         ;1.92687
1083000000-1084000000;48174         ;1.93814
1084000000-1085000000;48228         ;1.93535
1085000000-1086000000;47974         ;1.96167
1086000000-1087000000;48138         ;1.9461
1087000000-1088000000;48235         ;1.96005
1088000000-1089000000;47931         ;1.95994
1089000000-1090000000;48058         ;1.97925
1090000000-1091000000;48077         ;2.24773
1091000000-1092000000;48020         ;2.25839
1092000000-1093000000;48097         ;1.9531
1093000000-1094000000;48254         ;1.96711
1094000000-1095000000;47902         ;1.99461
1095000000-1096000000;47973         ;1.96741
1096000000-1097000000;48174         ;1.96644
1097000000-1098000000;48032         ;1.97313
1098000000-1099000000;48010         ;1.98587
1099000000-1100000000;48143         ;1.95901
1100000000-1101000000;47952         ;1.97498
1101000000-1102000000;47895         ;1.97345
1102000000-1103000000;48193         ;1.98903
1103000000-1104000000;48115         ;1.97393
1104000000-1105000000;48080         ;1.98838
1105000000-1106000000;47928         ;1.99336
1106000000-1107000000;47947         ;2.00311
1107000000-1108000000;48191         ;1.96216
1108000000-1109000000;48028         ;1.9473
1109000000-1110000000;48104         ;1.96066
1110000000-1111000000;47913         ;1.96635
1111000000-1112000000;48038         ;1.96813
1112000000-1113000000;47916         ;1.95797
1113000000-1114000000;48045         ;1.9776
1114000000-1115000000;47936         ;1.98563
1115000000-1116000000;47953         ;1.98799
1116000000-1117000000;47895         ;1.97185
1117000000-1118000000;47935         ;1.97696
1118000000-1119000000;48082         ;1.98758
1119000000-1120000000;48137         ;2.00574
1120000000-1121000000;47941         ;1.98532
1121000000-1122000000;48040         ;2.00136
1122000000-1123000000;47996         ;2.43729
1123000000-1124000000;47927         ;2.42561
1124000000-1125000000;47720         ;1.96558
1125000000-1126000000;48070         ;1.98387
1126000000-1127000000;48059         ;1.97323
1127000000-1128000000;47851         ;2.00194
1128000000-1129000000;48099         ;1.98647
1129000000-1130000000;47780         ;1.99266
1130000000-1131000000;47946         ;1.99892
1131000000-1132000000;47846         ;2.01836
1132000000-1133000000;48155         ;2.00285
1133000000-1134000000;47695         ;1.99481
1134000000-1135000000;47757         ;2.00453
1135000000-1136000000;48007         ;2.01261
1136000000-1137000000;47658         ;2.00891
1137000000-1138000000;48013         ;2.01347
1138000000-1139000000;48059         ;2.02712
1139000000-1140000000;48042         ;2.03713
1140000000-1141000000;47858         ;2.03195
1141000000-1142000000;47793         ;1.9551
1142000000-1143000000;47753         ;1.97267
1143000000-1144000000;47826         ;1.98427
1144000000-1145000000;47847         ;1.99757
1145000000-1146000000;47957         ;1.97899
1146000000-1147000000;47983         ;1.9897
1147000000-1148000000;47914         ;1.99447
1148000000-1149000000;47961         ;2.00263
1149000000-1150000000;47969         ;1.98489
1150000000-1151000000;48006         ;1.98193
1151000000-1152000000;48037         ;1.99459
1152000000-1153000000;48006         ;2.00735
1153000000-1154000000;48037         ;2.23548
1154000000-1155000000;47880         ;2.36686
1155000000-1156000000;47913         ;2.01703
1156000000-1157000000;48033         ;2.02223
1157000000-1158000000;47958         ;2.01652
1158000000-1159000000;47734         ;1.98323
1159000000-1160000000;47854         ;2.00548
1160000000-1161000000;47868         ;1.99403
1161000000-1162000000;48084         ;2.02168
1162000000-1163000000;47961         ;2.00412
1163000000-1164000000;48005         ;2.02044
1164000000-1165000000;47894         ;2.02084
1165000000-1166000000;47986         ;2.03856
1166000000-1167000000;47904         ;1.99362
1167000000-1168000000;47809         ;2.02047
1168000000-1169000000;47839         ;2.0156
1169000000-1170000000;48019         ;2.03861
1170000000-1171000000;47835         ;2.0243
1171000000-1172000000;48018         ;2.03969
1172000000-1173000000;47943         ;2.06422
1173000000-1174000000;47878         ;2.05067
1174000000-1175000000;47936         ;2.01216
1175000000-1176000000;47754         ;1.99569
1176000000-1177000000;48066         ;2.00267
1177000000-1178000000;47753         ;2.01262
1178000000-1179000000;47739         ;2.00873
1179000000-1180000000;48008         ;2.01705
1180000000-1181000000;47694         ;2.01969
1181000000-1182000000;47738         ;2.02731
1182000000-1183000000;47843         ;2.03457
1183000000-1184000000;47821         ;2.1692
1184000000-1185000000;47823         ;2.20522
1185000000-1186000000;47753         ;2.46826
1186000000-1187000000;47839         ;2.04563
1187000000-1188000000;47963         ;2.10008
1188000000-1189000000;47961         ;2.18982
1189000000-1190000000;47774         ;2.15489
1190000000-1191000000;47827         ;2.08009
1191000000-1192000000;47804         ;2.04657
1192000000-1193000000;47876         ;2.10962
1193000000-1194000000;47776         ;2.05747
1194000000-1195000000;47844         ;2.08764
1195000000-1196000000;47874         ;2.06762
1196000000-1197000000;47775         ;2.09668
1197000000-1198000000;47956         ;2.08405
1198000000-1199000000;47945         ;2.11622
1199000000-1200000000;47787         ;2.06154
1200000000-1201000000;47749         ;2.06715
1201000000-1202000000;47789         ;2.15272
1202000000-1203000000;47721         ;2.06913
1203000000-1204000000;47659         ;2.08837
1204000000-1205000000;47784         ;2.09543
1205000000-1206000000;47955         ;2.28724
1206000000-1207000000;47866         ;2.33813
1207000000-1208000000;47837         ;2.14104
1208000000-1209000000;47833         ;1.99783
1209000000-1210000000;47863         ;2.01821
1210000000-1211000000;47768         ;2.00659
1211000000-1212000000;47876         ;2.02583
1212000000-1213000000;47914         ;2.01087
1213000000-1214000000;47784         ;2.04628
1214000000-1215000000;47716         ;2.23267
1215000000-1216000000;47769         ;2.68072
1216000000-1217000000;47868         ;2.04477
1217000000-1218000000;47770         ;2.09292
1218000000-1219000000;47819         ;2.56684
1219000000-1220000000;48002         ;2.14952
1220000000-1221000000;47732         ;2.18019
1221000000-1222000000;47773         ;2.22502
1222000000-1223000000;47792         ;2.22301
1223000000-1224000000;47764         ;2.18986
1224000000-1225000000;47710         ;2.37006
1225000000-1226000000;47638         ;2.07071
1226000000-1227000000;47590         ;2.12476
1227000000-1228000000;47738         ;2.15702
1228000000-1229000000;47671         ;2.16195
1229000000-1230000000;47873         ;2.20309
1230000000-1231000000;47981         ;2.1391
1231000000-1232000000;47853         ;2.08667
1232000000-1233000000;47556         ;2.17334
1233000000-1234000000;47750         ;2.13353
1234000000-1235000000;47739         ;2.07571
1235000000-1236000000;47836         ;2.14309
1236000000-1237000000;47812         ;2.14102
1237000000-1238000000;47821         ;2.12938
1238000000-1239000000;47704         ;2.21802
1239000000-1240000000;47641         ;2.24645
1240000000-1241000000;47716         ;2.32625
1241000000-1242000000;47689         ;2.14165
1242000000-1243000000;47640         ;2.20889
1243000000-1244000000;47764         ;2.35217
1244000000-1245000000;47720         ;2.66584
1245000000-1246000000;47890         ;2.04242
1246000000-1247000000;47826         ;2.15098
1247000000-1248000000;47821         ;2.08012
1248000000-1249000000;47689         ;2.08154
1249000000-1250000000;47900         ;2.09908
1250000000-1251000000;47806         ;2.05781
1251000000-1252000000;47766         ;2.07641
1252000000-1253000000;47788         ;2.11539
1253000000-1254000000;47770         ;2.18545
1254000000-1255000000;47759         ;2.18833
1255000000-1256000000;47536         ;2.34225
1256000000-1257000000;47664         ;2.14657
1257000000-1258000000;47699         ;2.07848
1258000000-1259000000;47792         ;2.08742
1259000000-1260000000;47710         ;2.04252
1260000000-1261000000;47679         ;2.17559
1261000000-1262000000;47822         ;2.17774
1262000000-1263000000;47683         ;2.28691
1263000000-1264000000;47699         ;2.12802
1264000000-1265000000;47714         ;2.0708
1265000000-1266000000;47652         ;2.08196
1266000000-1267000000;47973         ;2.08074
1267000000-1268000000;47803         ;2.0586
1268000000-1269000000;47736         ;2.13616
1269000000-1270000000;47981         ;2.11439
1270000000-1271000000;47554         ;2.08826
1271000000-1272000000;47622         ;2.06984
1272000000-1273000000;47789         ;2.09582
1273000000-1274000000;47640         ;2.49456
1274000000-1275000000;47615         ;2.50739
1275000000-1276000000;47748         ;2.07976
1276000000-1277000000;47558         ;2.09032
1277000000-1278000000;47704         ;2.16121
1278000000-1279000000;47858         ;2.11598
1279000000-1280000000;47643         ;2.1494
1280000000-1281000000;47722         ;2.06057
1281000000-1282000000;47652         ;2.05914
1282000000-1283000000;47506         ;2.13699
1283000000-1284000000;47766         ;2.08472
1284000000-1285000000;47567         ;2.06161
1285000000-1286000000;47730         ;2.05183
1286000000-1287000000;47859         ;2.05917
1287000000-1288000000;47532         ;2.11974
1288000000-1289000000;47688         ;2.15268
1289000000-1290000000;47663         ;2.09289
1290000000-1291000000;47774         ;2.15025
1291000000-1292000000;47778         ;2.18763
1292000000-1293000000;47625         ;2.09063
1293000000-1294000000;47549         ;2.07412
1294000000-1295000000;47588         ;2.06066
1295000000-1296000000;47528         ;2.11477
1296000000-1297000000;47587         ;2.25569
1297000000-1298000000;47523         ;2.09607
1298000000-1299000000;47659         ;2.11901
1299000000-1300000000;47598         ;2.09092
1300000000-1301000000;47775         ;2.11126
1301000000-1302000000;47731         ;2.17298
1302000000-1303000000;47571         ;2.13886
1303000000-1304000000;47518         ;2.67338
1304000000-1305000000;47729         ;2.54112
1305000000-1306000000;47845         ;2.27519
1306000000-1307000000;47562         ;2.2746
1307000000-1308000000;47716         ;2.23737
1308000000-1309000000;47787         ;2.20796
1309000000-1310000000;47794         ;2.17991
1310000000-1311000000;47658         ;2.2186
1311000000-1312000000;47573         ;2.20622
1312000000-1313000000;47582         ;2.17521
1313000000-1314000000;47576         ;2.19748
1314000000-1315000000;47584         ;2.23531
1315000000-1316000000;47347         ;2.19015
1316000000-1317000000;47666         ;2.15167
1317000000-1318000000;47693         ;2.13704
1318000000-1319000000;47556         ;2.12528
1319000000-1320000000;47686         ;2.06625
1320000000-1321000000;47589         ;2.08185
1321000000-1322000000;47757         ;2.12083
1322000000-1323000000;47525         ;2.18577
1323000000-1324000000;47490         ;2.21009
1324000000-1325000000;47535         ;2.12016
1325000000-1326000000;47622         ;2.08792
1326000000-1327000000;47569         ;2.17884
1327000000-1328000000;47593         ;2.20535
1328000000-1329000000;47607         ;2.24137
1329000000-1330000000;47535         ;2.08697
1330000000-1331000000;47512         ;2.09428
1331000000-1332000000;47441         ;2.14589
1332000000-1333000000;48023         ;2.68337
1333000000-1334000000;47513         ;2.35275
1334000000-1335000000;47781         ;2.22579
1335000000-1336000000;47485         ;2.2299
1336000000-1337000000;47754         ;2.19176
1337000000-1338000000;47863         ;2.22204
1338000000-1339000000;47540         ;2.20366
1339000000-1340000000;47236         ;2.21525
1340000000-1341000000;47599         ;2.18908
1341000000-1342000000;47793         ;2.35238
1342000000-1343000000;47588         ;2.10987
1343000000-1344000000;47603         ;2.17406
1344000000-1345000000;47563         ;2.16952
1345000000-1346000000;47459         ;2.20229
1346000000-1347000000;47677         ;2.18163
1347000000-1348000000;47571         ;2.17056
1348000000-1349000000;47681         ;2.17731
1349000000-1350000000;47430         ;2.2002
1350000000-1351000000;47588         ;2.2801
1351000000-1352000000;47349         ;2.24654
1352000000-1353000000;47774         ;2.08644
1353000000-1354000000;47629         ;2.0845
1354000000-1355000000;47627         ;2.1375
1355000000-1356000000;47826         ;2.19403
1356000000-1357000000;47487         ;2.20054
1357000000-1358000000;47616         ;2.2543
1358000000-1359000000;47557         ;2.11527
1359000000-1360000000;47469         ;2.07845
1360000000-1361000000;47610         ;2.20474
1361000000-1362000000;47593         ;2.77368
1362000000-1363000000;47528         ;2.25122
1363000000-1364000000;47629         ;2.08355
1364000000-1365000000;47556         ;2.15053
1365000000-1366000000;47644         ;2.14607
1366000000-1367000000;47284         ;2.165
1367000000-1368000000;47576         ;2.30473
1368000000-1369000000;47409         ;2.54646
1369000000-1370000000;47570         ;2.80263
1370000000-1371000000;47598         ;2.26038
1371000000-1372000000;47490         ;2.19753
1372000000-1373000000;47577         ;2.12458
1373000000-1374000000;47499         ;2.14004
1374000000-1375000000;47333         ;2.15818
1375000000-1376000000;47413         ;2.20171
1376000000-1377000000;47627         ;2.19528
1377000000-1378000000;47320         ;2.25557
1378000000-1379000000;47483         ;2.2395
1379000000-1380000000;47530         ;2.20862
1380000000-1381000000;47514         ;2.11842
1381000000-1382000000;47588         ;2.7955
1382000000-1383000000;47553         ;2.56255
1383000000-1384000000;47370         ;2.16609
1384000000-1385000000;47452         ;2.23351
1385000000-1386000000;47570         ;2.57148
1386000000-1387000000;47429         ;2.84942
1387000000-1388000000;47346         ;2.67934
1388000000-1389000000;47438         ;2.46182
1389000000-1390000000;47674         ;2.30896
1390000000-1391000000;47594         ;2.27383
1391000000-1392000000;47705         ;2.19415
1392000000-1393000000;47428         ;2.09474
1393000000-1394000000;47331         ;2.18438
1394000000-1395000000;47718         ;2.12866
1395000000-1396000000;47409         ;2.07943
